"Node_ID","Node_type","Canonical_name","Synonyms","Description","Degree","Number_of_studies","Number_of_relation_types"
"MAT000226","MaterialPlatform","Retinoic-acid-loaded cartilage organoids",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",6,1,4
"MAT000227","MaterialPlatform","rhBMP-2/rapamycin co-treatment without an engineered carrier",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",7,1,6
"MAT000228","MaterialPlatform","rhCOL17-P334 conjugate",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",9,1,6
"MAT000229","MaterialPlatform","ROS-scavenging mesoporous MOF nanoparticles",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",5,1,3
"MAT000230","MaterialPlatform","Ruxolitinib-loaded hierarchically biomimetic nanostructural scaffold",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",5,1,3
"MAT000231","MaterialPlatform","Sandblasted/Acid-Etched Titanium Surface Modified with Calcium Phytate",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",5,1,4
"MAT000232","MaterialPlatform","Scaffold-free microtissues",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",5,1,4
"MAT000233","MaterialPlatform","Se/PRP-OGel hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",10,1,7
"MAT000234","MaterialPlatform","Selenium-Containing Nano-Micelles",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",4,1,4
"MAT000235","MaterialPlatform","Self-healing hydrogels loaded with Spatholobi Caulis",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",11,1,9
"MAT000236","MaterialPlatform","Self-powered triboelectric-responsive EV-releasing microneedles",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",5,1,4
"MAT000237","MaterialPlatform","Senescence-targeted NAD+-dependent SIRT1-activating nanoplatform",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",7,1,5
"MAT000238","MaterialPlatform","senescent metabolism-modulating hierarchical scaffold",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",6,1,5
"MAT000239","MaterialPlatform","Senile-osteoporosis titanium implant",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",4,1,4
"MAT000240","MaterialPlatform","Senolytic intervention without an engineered carrier",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",5,1,4
"MAT000241","MaterialPlatform","Senolytic/proangiogenic smart hydrogel-coated implant",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",7,1,5
"MAT000242","MaterialPlatform","Senomorphic-conjugated scaffold",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",1,1,1
"MAT000243","MaterialPlatform","Senomorphic Small Extracellular Vesicles Delivered by a Tissue-Adhesive α-Lipoic-Acid Hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",8,1,6
"MAT000244","MaterialPlatform","GelMA@ZIF-8/PGE microsphere–hydrogel platform",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",12,1,8
"MAT000245","MaterialPlatform","Silibinin/PLGA/collagen electrospun nanofibers",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",5,1,3
"MAT000246","MaterialPlatform","SIRT1-activated-MSC gelatin hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",4,1,4
"MAT000247","MaterialPlatform","SM@ME exosome-loaded methacrylated-silk-fibroin hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",8,1,6
"MAT000248","MaterialPlatform","Smart spatiotemporal drug-delivery hydrogels",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",12,1,8
"MAT000249","MaterialPlatform","SOX5/SOX9 mRNA lipid nanoparticles",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",6,1,4
"MAT000250","MaterialPlatform","SP@V–C–gel engineered-microalgae DNA hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",7,1,5
"MAT000251","MaterialPlatform","SRT1720-loaded calcium-phosphate/magnesium-phosphate nanocarriers",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",6,1,5
"MAT000252","MaterialPlatform","Surface-elastic StG hydrogels",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",5,1,5
"MAT000253","MaterialPlatform","synFGF18 mRNA lipid nanoparticles",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",8,1,6
"MAT000254","MaterialPlatform","Synovium-targeting senolytic liposomes plus M2-macrophage exosomes",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",7,1,5
"MAT000255","MaterialPlatform","TA-PFC/PCK fiber scaffold",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",10,1,6
"MAT000256","MaterialPlatform","Tannic-acid-loaded calcium-alginate/silk-fibroin-peptide/Bletilla-polysaccharide microspheres",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",12,1,7
"MAT000257","MaterialPlatform","Taurine@PB hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",6,1,4
"MAT000258","MaterialPlatform","TDN-miR-21-5p DNA tetrahedron nanocomplex",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",4,1,3
"MAT000259","MaterialPlatform","Tetrahedral framework nucleic acids",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",3,1,2
"MAT000260","MaterialPlatform","Three-Dimensional Bioprinted Scaffolds Loaded with Multifunctional Magnesium-Based Metal-Organic Frameworks",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",6,1,5
"MAT000261","MaterialPlatform","Three-dimensional hydrogel scaffolds",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",4,1,3
"MAT000262","MaterialPlatform","Three-dimensional self-assembling nanofiber matrix",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",4,1,4
"MAT000263","MaterialPlatform","Three-dimensional TECA hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",4,1,3
"MAT000264","MaterialPlatform","Tonsil-derived mesenchymal stem cells incorporated in reactive oxygen species-releasing hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",6,1,5
"MAT000265","MaterialPlatform","TPG@ChSMA mitochondrial-targeted hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",10,1,7
"MAT000266","MaterialPlatform","TSH-Q quercetin-loaded temperature-sensitive hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",12,1,8
"MAT000267","MaterialPlatform","TT@P-Gel hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",8,1,7
"MAT000268","MaterialPlatform","Tunable-stiffness PDMS substrates",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",2,1,2
"MAT000269","MaterialPlatform","Ultra-small quercetin nanotherapeutics",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",7,1,4
"MAT000270","MaterialPlatform","V156K-rapa-rHDL nanoparticles",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",4,1,3
"MAT000271","MaterialPlatform","Vitamin-E-doped sol–gel silica coating",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",4,1,3
"MAT000272","MaterialPlatform","Voronoi-curvature scaffolds",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",6,1,5
"MAT000273","MaterialPlatform","YBEV-loaded GelMA hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",7,1,6
"MAT000274","MaterialPlatform","YDC-Gel-Zn pseudo-mussel-foot-protein hydrogel adhesive",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",6,1,5
"MAT000275","MaterialPlatform","Young-cell-secretome-EV-loaded three-dimensional ECM scaffold",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",4,1,4
"MAT000276","MaterialPlatform","Young-donor extracellular-vesicle nanoparticles",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",2,1,1
"MAT000277","MaterialPlatform","(ZIF-8@CeO2)@GOx-loaded sprayable GelMA hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",9,1,7
"MAT000278","MaterialPlatform","ZIF-8/resveratrol nanoformulation",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",11,1,6
"MAT000279","MaterialPlatform","ZIM1/hydrogel culture system",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",4,1,3
"MAT000280","MaterialPlatform","Zn@MOF-gel dual-polyphenol ECM-mimetic hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",9,1,6
"MAT000281","MaterialPlatform","CeO2@HA-loaded photothermal Janus patch",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",1,1,1
"MEC000001","Mechanism","AMPK–mTOR–sirtuin signaling",,"A molecular target, pathway, or biological mechanism directly supported by the source study.",3,3,1
"MEC000002","Mechanism","Angiogenic/HIF–VEGF signaling",,"A molecular target, pathway, or biological mechanism directly supported by the source study.",6,6,1
"MEC000003","Mechanism","Apoptosis/cell-survival regulation",,"A molecular target, pathway, or biological mechanism directly supported by the source study.",4,4,1
"MEC000004","Mechanism","Autophagy/lysosomal homeostasis",,"A molecular target, pathway, or biological mechanism directly supported by the source study.",2,2,1
"MEC000005","Mechanism","βPIX–ITGB1–RAC1–NOX1 signaling",,"A molecular target, pathway, or biological mechanism directly supported by the source study.",1,1,1
"MEC000006","Mechanism","Mitochondrial transfer/metabolic restoration",,"A molecular target, pathway, or biological mechanism directly supported by the source study.",1,1,1
"MEC000007","Mechanism","DNA-damage/telomere repair",,"A molecular target, pathway, or biological mechanism directly supported by the source study.",1,1,1
"MEC000008","Mechanism","ECM remodeling/mechanical niche",,"A molecular target, pathway, or biological mechanism directly supported by the source study.",1,1,1
"MEC000009","Mechanism","Epigenetic/chromatin regulation",,"A molecular target, pathway, or biological mechanism directly supported by the source study.",1,1,1
"MEC000010","Mechanism","Ferroptosis/lipid peroxidation",,"A molecular target, pathway, or biological mechanism directly supported by the source study.",1,1,1
"MEC000011","Mechanism","Immune modulation/macrophage polarization",,"A molecular target, pathway, or biological mechanism directly supported by the source study.",3,3,1
"MEC000012","Mechanism","MAPK/p38/JNK/ERK signaling",,"A molecular target, pathway, or biological mechanism directly supported by the source study.",1,1,1
"MEC000013","Mechanism","Mitochondrial homeostasis/mitophagy",,"A molecular target, pathway, or biological mechanism directly supported by the source study.",13,13,1
"MEC000014","Mechanism","NF-κB",,"A molecular target, pathway, or biological mechanism directly supported by the source study.",1,1,1
"MEC000015","Mechanism","NF-κB/SASP/inflammatory signaling",,"A molecular target, pathway, or biological mechanism directly supported by the source study.",12,12,1
"MEC000016","Mechanism","p16/p21/p53–Rb cell-cycle arrest",,"A molecular target, pathway, or biological mechanism directly supported by the source study.",5,5,1
"MEC000017","Mechanism","Paracrine/EV-mediated signaling",,"A molecular target, pathway, or biological mechanism directly supported by the source study.",2,2,1
"MEC000018","Mechanism","M1-to-M2 macrophage polarization/osteoblast–osteoclast balance",,"A molecular target, pathway, or biological mechanism directly supported by the source study.",1,1,1
"MEC000019","Mechanism","ROS/oxidative-stress control",,"A molecular target, pathway, or biological mechanism directly supported by the source study.",23,23,1
"MEC000020","Mechanism","Senolytic cell clearance",,"A molecular target, pathway, or biological mechanism directly supported by the source study.",1,1,1
"MEC000021","Mechanism","TGF-β/Smad/fibrotic signaling",,"A molecular target, pathway, or biological mechanism directly supported by the source study.",2,2,1
"MEC000022","Mechanism","YAP/TAZ/mechanotransduction",,"A molecular target, pathway, or biological mechanism directly supported by the source study.",3,3,1
"REG000001","RegenerativeEndpoint","Bone regeneration/osteogenesis",,"A tissue-repair or regenerative endpoint directly reported in the source study.",42,42,1
"REG000002","RegenerativeEndpoint","Cardiac repair/function",,"A tissue-repair or regenerative endpoint directly reported in the source study.",2,2,1
"REG000003","RegenerativeEndpoint","Cartilage regeneration/chondroprotection",,"A tissue-repair or regenerative endpoint directly reported in the source study.",14,14,1
"REG000004","RegenerativeEndpoint","Diabetic wound closure, angiogenesis, collagen deposition and skin regeneration",,"A tissue-repair or regenerative endpoint directly reported in the source study.",1,1,1
"REG000005","RegenerativeEndpoint","Hepatic repair/function",,"A tissue-repair or regenerative endpoint directly reported in the source study.",2,2,1
"REG000006","RegenerativeEndpoint","Intervertebral-disc regeneration",,"A tissue-repair or regenerative endpoint directly reported in the source study.",8,8,1
"REG000007","RegenerativeEndpoint","Neural regeneration/function",,"A tissue-repair or regenerative endpoint directly reported in the source study.",3,3,1
"REG000008","RegenerativeEndpoint","Periodontal/oral-tissue regeneration",,"A tissue-repair or regenerative endpoint directly reported in the source study.",1,1,1
"REG000009","RegenerativeEndpoint","Stemness/proliferation/differentiation restoration",,"A tissue-repair or regenerative endpoint directly reported in the source study.",3,3,1
"REG000010","RegenerativeEndpoint","Tendon/ligament regeneration",,"A tissue-repair or regenerative endpoint directly reported in the source study.",2,2,1
"REG000011","RegenerativeEndpoint","Vascular regeneration/angiogenesis",,"A tissue-repair or regenerative endpoint directly reported in the source study.",1,1,1
"REG000012","RegenerativeEndpoint","Wound healing/skin regeneration",,"A tissue-repair or regenerative endpoint directly reported in the source study.",28,28,1
"STI000001","Stimulus","Glucose",,"An external or microenvironmental input evaluated for a direct material or engineered-function response.",1,1,1
"STI000002","Stimulus","Glutathione",,"An external or microenvironmental input evaluated for a direct material or engineered-function response.",1,1,1
"STI000003","Stimulus","Hypoxia",,"An external or microenvironmental input evaluated for a direct material or engineered-function response.",1,1,1
"STI000004","Stimulus","Light",,"An external or microenvironmental input evaluated for a direct material or engineered-function response.",1,1,1
"STI000005","Stimulus","Magnetic field",,"An external or microenvironmental input evaluated for a direct material or engineered-function response.",1,1,1
"STI000006","Stimulus","Mechanical force",,"An external or microenvironmental input evaluated for a direct material or engineered-function response.",7,7,1
"STI000007","Stimulus","Mechanical strain",,"An external or microenvironmental input evaluated for a direct material or engineered-function response.",2,2,1
"STI000008","Stimulus","ROS",,"Reactive oxygen species used as a material-response stimulus.",18,18,1
"STI000009","Stimulus","Temperature",,"An external or microenvironmental input evaluated for a direct material or engineered-function response.",1,1,1
"STI000010","Stimulus","Ultrasound",,"An external or microenvironmental input evaluated for a direct material or engineered-function response.",2,2,1
"STI000011","Stimulus","Acidic pH",,"An external or microenvironmental input evaluated for a direct material or engineered-function response.",22,22,1
"STI000012","Stimulus","Electrical stimulation",,"An external or microenvironmental input evaluated for a direct material or engineered-function response.",1,1,1
"STI000013","Stimulus","NIR light",,"An external or microenvironmental input evaluated for a direct material or engineered-function response.",3,3,1
"STI000014","Stimulus","Senescence-associated esterase/SASP-associated enzymatic milieu",,"An external or microenvironmental input evaluated for a direct material or engineered-function response.",1,1,1
"STI000015","Stimulus","Enzyme",,"An external or microenvironmental input evaluated for a direct material or engineered-function response.",1,1,1
"STI000016","Stimulus","β-galactosidase",,"An external or microenvironmental input evaluated for a direct material or engineered-function response.",1,1,1
"VAL000001","ValidationStage","Cell",,"Validation performed in an in vitro cell experiment.",280,280,1
"VAL000002","ValidationStage","Ex vivo",,"Validation performed using an isolated tissue, organ, or explant outside the living organism.",6,6,1
"VAL000003","ValidationStage","Human-derived",,"Validation using human-derived cells, tissues, or biological samples.",54,54,1
"VAL000004","ValidationStage","Organoid/chip",,"Validation performed in an organoid, organ-on-chip, tissue-chip, or microphysiological system.",6,6,1
"VAL000005","ValidationStage","Small Animal","Small animal","In vivo validation performed in a predefined small-animal model.",217,217,1
"VAL000006","ValidationStage","Large Animal",,"In vivo validation performed in a predefined large-animal model.",4,4,1
